0,1,2,3,4,5,6,7,8
,Bur.,Plag.,,Bur.,Plag.,,Bur.,Plag.
St ALban Woodstreet,5,3,St George Botolphlane,,,St Martin Ludgate,4,3
Alhallows Barking,17,16,St Gregory by St Pauls,5,4,St Martin Orgars,2,1
Alhallows Breadstreet,,,St Hellen,,,St Martin Outwitch,,
Alhallows Great,15,14,St James Dukes place,10,8,St Martin Vintrey,8,6
Alhallows Honylane,,,St James Garlickhithe,9,8,St Matthew Fridaystreet,,
Alhallows Lesse,4,4,St John Baptist,4,2,St Maudlin Milkstreet,1,
Alhallows Lumbardstreet,1,1,St John Evangelist,,,St Maudlin Oldfishstreet,2,1
Alhallows Stayning,4,2,St John Zachary,6,5,St Michael Bassishaw,2,1
Alhallows the Wall,7,5,St Katharine Coleman,10,8,St Michael Cornhil,4,4
St Alphage,5,,St Katharine Crechurch,13,10,St Michael Crookedlark,8,8
St Andrew Hubbard,2,,St Lawrence Jewry,1,,St Michael Queenhithe,9,7
St Andrew Undershaft,5,4,St Lawrence Pountney,9,6,St Michael Quern,4,2
St Andrew Wardrobe,8,7,St Leonard Eastcheap,4,3,St Michael Royal,5,3
St Ann Aldersgate,6,6,St Leonard Fosterlane,7,5,St Michael Woodstreet,6,4
St Ann Blackfryers,17,13,St Magnus Parish,5,4,St Mildred Breadstreet,1,1
St Antholins Parish,,,St Margaret Lothbury,4,3,St Mildred Poultrey,1,1
St Austins Parish,,,St Margaret Moses,,,St Nicholas Acons,1,1
St Bartholomew Exchange,5,4,St Margaret Newfishstre.,3,2,St Nicholas Coleabby,2,2
St Bennet Fynck,2,1,St Margaret Pattons,1,1,St Nicholas Olaves,4,2
St Bennet Gracechurch,2,2,St Mary Abchurch,5,5,St Olave Hartstreet,5,4
St Bennet Paulswharf,6,5,St Mary Aldermanbury,3,3,St Olave Jewry,2,2
St Bennet Sherehog,1,,St Mary Aldermary,1,,St Olave Silverstreet,6,4
St Botolph Billingsgate,3,3,St Mary le Bow,1,,St Pancras Soperlane,1,1
Christ Church,17,12,St Mary Bothaw,,,St Peter Cheap,3,3
St Christophers,4,4,St Mary Colechurch,,,St Peter Cornhil,1,
St Clement Eastcheap,2,1,St Mary Hill,2,2,St Peter Paulswharf,4,3
St Dionis Backchurch,2,1,St Mary Mounthaw,2,1,St Peter Poor,,
St Dunstan East,10,7,St Mary Sommerset,11,10,St Steven Colemanstreet,12,10
St Edmund Lumbardstr.,1,1,St Mary Stayning,,,St Steven Walbrook,2,2
St Ethelborough,5,2,St Mary Woolchurch,6,4,St Swithin,,
St Faith,3,1,St Mary Woolnoth,1,,St Thomas Apostles,3,2
St Foster,2,2,St Martin Iremongerlane,,,Trinity Parish,3,1
St Gabriel Fenchurch,2,1,,,,,,
Christned in the 97 Parishes within the Walls 21 Buried 392 Plague 295,,,,,,,,
St Andrew Holborn,46,32,St Botolph Aldgate,99,82,Saviours Southwark,106,101
St Bartholomew Great,,,St Botolph Bishopsgate,41,30,S Sepulchres Parish,40,19
St Bartholomew Lesse,6,5,St Dunstan West,28,21,St Thomas Southwark,11,10
St Bridget,24,17,St George Southwark,22,18,Trinity Minories,2,2
Bridewel Precinct,3,2,St Giles Cripplegate,56,28,At the Pesthouse,1,1
St Botolph Aldersgate,16,15,St Olave Southwark,102,73,,,
"Christned in the 16 Parishes without the Walls 34 Buried, and at the Pesthouse 603 Plague 456",,,,,,,,
St Giles in the fields,44,33,Lambeth Parish,29,â€¢8,St Mary Islington,8,8
Hackney Parish,6,5,St Leonard Shoreditch,28,20,St Mary Whitechappel,60,46
St James Clerkenwel,15,6,St Magdalen Bermondsey,56,51,Rothorith Parish,13,7
St Kath. near the Tower,6,19,St Mary Newington,24,24,Stepney Parish,282,246
Christned in the 12 out Parishes in Middlesex and Surrey 35 Buried 601 Plague 493,,,,,,,,
St Clement Danes,36,30,St Martin in the fields,60,38,St Margaret Westminster,98,93
St Paul Covent Garden,13,8,St Mary Savoy,3,3,Whereof at the Pesthouse,,2
Christned in the 5 Parishes in the City and Liberties of Westminster 14 Buried 210 Plague 172,,,,,,,,
