0,1
[illustration] [blazon or coat of arms],
ABortive,6.0
Aged,50.0
Ague,1.0
Apoplexie,2.0
Childbed,42.0
Chrisomes,11.0
Cold,1.0
Consumption,99.0
Convulsion,63.0
Cough,1.0
Dropsie,22.0
Drownd at St. Martin in the Fields,1.0
Feaver,268.0
Fistula,2.0
Flox and Small-pox,4.0
Flux,1.0
Found dead in the Fields at St. Mary Islington,1.0
Frighted,1.0
Gowt,1.0
Grief,3.0
Griping in the Guts,35.0
Jaundies,2.0
Imposthume,8.0
Infants,9.0
Kingsevil,2.0
Meagrome,2.0
Plague,5533.0
Purples,2.0
Rickets,10.0
Rising of the Lights,13.0
Rupture,1.0
Scurvy,5.0
Spotted Feaver,65.0
Stilborn,10.0
Stone,3.0
Stopping of the stomach,6.0
Suddenly,1.0
Surfeit,36.0
Teeth,112.0
Thrush,3.0
Tissick,5.0
Vomiting,4.0
Winde,1.0
Wormes,12.0
