0,1
[illustration] [blazon or coat of arms],
ABortive,3.0
Aged,19.0
Bleeding,1.0
Cancer,1.0
Childbed,7.0
Chrisomes,14.0
Consumption,83.0
Convulsion,31.0
Dropsie,22.0
"Drowned 3, two at St. Kathaâˆ£rines Tower, and one at St. Magdalen Bermonsey",3.0
Executed,3.0
Feaver,48.0
Fistula,1.0
Flox and Small-pox,23.0
Flux,1.0
Found dead in the street at St. Peters in Cheapside,1.0
French-pox,1.0
Griping in the Guts,34.0
Jaundies,1.0
Imposthume,3.0
Infants,11.0
Kild at St. Martins in the fields,1.0
Kingsevil,1.0
Livergrown,1.0
Palsie,1.0
Plague,267.0
Rickets,9.0
Rising of the Lights,4.0
Scurvy,1.0
Shot with a Pistol at Saviours Southwark,1.0
Spotted Feaver,12.0
Stilborn,11.0
Stopping of the stomach,3.0
Strangury,1.0
Surfeit,14.0
Teeth,32.0
Thrush,3.0
Timpany,1.0
Tissick,2.0
Vomiting,1.0
Winde,3.0
Wormes,4.0
