0,1
[illustration] [blazon or coat of arms],
ABortive,1.0
Aged,11.0
Ague,1.0
Bruised,1.0
Calenture,1.0
Cancer,1.0
Childbed,2.0
Chrisomes,5.0
Collick,2.0
Consumption,62.0
Convulsion,20.0
Dropsie,21.0
Feaver,45.0
Flox and Small-pox,4.0
French-pox,2.0
Frighted,1.0
Grief,1.0
Griping in the Guts,5.0
Imposthume,1.0
Infants,3.0
Kingsevil,1.0
Palsie,1.0
Plague,281.0
Rickets,1.0
Rising of the Lights,2.0
Scurvy,1.0
Spotted Feaver,6.0
Stilborn,4.0
Stone,1.0
Stopping of the stomach,2.0
Strangury,1.0
Surfeit,7.0
Teeth,20.0
Timpany,1.0
Tissick,4.0
Winde,1.0
Wormes,1.0
