0,1
[illustration] [blazon or coat of arms],
ABortive,2
Aged,30
Apoplexie,1
Chilbed,5
Chrisoms,13
Consumption,77
Convulsion,30
Cough,2
Dropsie,19
Feaver,25
Flox and Small-pox,â€¢2
Flux,2
Found dead at St. Andrew Holborn,1
French-pox,4
Gowt,1
Griping in the Guts,14
Head-mould-shot,1
Jaundies,3
Imposthume,4
Infants,9
Kild at St. Clement Danes,1
Kingsevill,4
Livergrown,1
Overlaid,1
Plurisie,1
Purples,1
Rickets,16
Rising of the Lights,6
Scalded at St. Andrew Holborn,1
Spotted Feaver,2
Stilborn,10
Stone,1
Stopping of the stomach,2
Suddenly,1
Surfeit,4
Teeth,14
Thursh,1
Tissick,10
Winde,2
