0,1
[illustration] [blazon or coat of arms],
ABortive,6.0
Aged,52.0
Bleeding,1.0
Cancer,2.0
Childbed,40.0
Chrisomes,19.0
Collick,1.0
Consumption,145.0
Convulsion,93.0
Dropsie,34.0
Feaver,383.0
Flox and Small-pox,5.0
Flux,1.0
Gangrene,1.0
Gowt,1.0
Grief,4.0
Griping in the Guts,65.0
Jaundies,4.0
Imposthume,13.0
Infants,17.0
Killed by a fall from a horse at Alhallowes Lumbardstreet,1.0
Kingsevil,3.0
Meagrome,1.0
Plague,6102.0
Plannet,3.0
Purples,3.0
Quinsie,2.0
Rickets,23.0
Rising of the Lights,18.0
Scowring,3.0
Scurvy,3.0
Spotted Feaver,156.0
Stilborn,10.0
Stone,1.0
Stopping of the stomach,7.0
Strangury,1.0
Suddenly,2.0
Surfeit,99.0
Teeth,133.0
Thrush,3.0
Timpany,1.0
Tissick,3.0
Ulcer,4.0
Winde,4.0
Wormes,23.0
