0,1
[illustration] [blazon or coat of arms],
ABortive,6.0
Aged,14.0
Bruised,1.0
Cancer,1.0
Childbed,10.0
Chrisomes,10.0
Consumption,116.0
Convulsion,41.0
Dropsie,20.0
"Drowned two, one in a Fish Pond, the other in a Ditch, at Saviours Southwark",2.0
Feaver,79.0
Flox and Small-pox,20.0
Flux,1.0
French-pox,3.0
Frighted,1.0
Grief,1.0
Griping in the Guts,33.0
Jaundies,5.0
Imposthume,3.0
Infants,7.0
Killed by the Mother (being distracted) an Infant at St. Miâˆ£chael Crooked-lane,1.0
Kingsevil,3.0
Lethargy,1.0
Livergrown,1.0
Murthered her Infant at Stepâˆ£ney,1.0
Overlaid,2.0
Plague,725.0
Quinsie,2.0
Rickets,7.0
Rising of the Lights,6.0
Rupture,1.0
Scurvy,3.0
Spotted Feaver,32.0
Stilborn,9.0
Stone,2.0
Stopping of the stomach,8.0
Surfeit,34.0
Teeth,42.0
Thrush,1.0
Timpany,2.0
Tissick,2.0
Ulcer,1.0
Winde,3.0
Wormes,5.0
