0,1
[illustration] [blazon or coat of arms],
ABortive,3.0
Aged,43.0
Apoplexie,3.0
Blasted,1.0
Bleeding,1.0
Childbed,10.0
Chrisomes,16.0
Consumption,104.0
Convulsion,38.0
Dropsie,28.0
Drowned in a Brewers VVell at Saviours Southwark,1.0
Feaver,104.0
Flox and Small-pox,11.0
Flux,3.0
French-pox,1.0
Frighted,1.0
Gowt,2.0
Griping in the Guts,35.0
Jaundies,6.0
Imposthume,9.0
Infants,12.0
Kingsevil,2.0
Livergrown,1.0
Overlaid,1.0
Palsie,1.0
Plague,1089.0
Quinsie,1.0
Rickets,13.0
Rising of the Lights,7.0
Rupture,1.0
Scowring,2.0
Scurvy,7.0
Spleen,1.0
Spotted Feaver,60.0
Starved at Stepney,1.0
Stilborn,12.0
Stone,1.0
Stopping of the stomach,6.0
Suddenly,2.0
Surfeit,47.0
Teeth,54.0
Thrush,1.0
Timpany,1.0
Tissick,3.0
Ulcer,2.0
Vomiting,1.0
Winde,2.0
Wormes,10.0
