0,1
[illustration] [blazon or coat of arms],
ABortive,2.0
Aged,27.0
Ague,1.0
Bedridden,1.0
Bleeding,1.0
Childbed,7.0
Chrisomes,10.0
Consumption,103.0
Convulsion,28.0
Cough,1.0
Dropsie,24.0
Drowned at St. Kather. Tower,1.0
Feaver,48.0
Flox and Small-pox,8.0
French-pox,2.0
Frighted,2.0
Griping in the Guts,25.0
Hanged her self at St. James Clerkenwel,1.0
Jaundies,4.0
Imposthume,5.0
Infants,8.0
"Killd 2, one with a fall at S. Alâˆ£bans VVoodstreet, and one with a fall from a Scaffold at St. Giles in the fields",2.0
Kingsevil,3.0
Lethargy,1.0
Overlaid,1.0
Palsie,2.0
Plague,168.0
Rickets,15.0
Rising of the Lights,6.0
Scowring,4.0
Scurvy,1.0
Spotted Feaver,23.0
Stilborn,9.0
Stone,3.0
Stopping of the stomach,5.0
Strangury,1.0
Suddenly,2.0
Surfeit,18.0
Teeth,19.0
Thrush,5.0
Winde,2.0
Wormes,12.0
