0,1
[illustration] [blazon or coat of arms],
AGed,20.0
Cancer,1.0
Canker,1.0
Chilbed,2.0
Chrisoms,12.0
Consumption,80.0
Convulsion,22.0
Dropsie,15.0
Drownd at St Olaves in Southâˆ£wark,1.0
Feaver,37.0
Flox and Small-pox,15.0
French-pox,3.0
Griping in the Guts,18.0
Jaundies,1.0
Imposthume,4.0
Infants,15.0
Killed by a fall down stairs at Alhallows the Great,1.0
Kingsevill,3.0
"Murthered 2, one by the Moâˆ£ther (an Infant) at St. Giles Cripplegate, and one (an Inâˆ£fant) at St. Clement Danes",2.0
Overlaid,1.0
Plague,9.0
Plurisie,1.0
Rickets,7.0
Rising of the Lights,2.0
Scowring,3.0
Spotted Feaver,6.0
Stilborn,10.0
Stone,3.0
Stopping of the stomach,3.0
Suddenly,4.0
Surfeit,15.0
Teeth,19.0
Thursh,2.0
Tissick,2.0
Ulcer,3.0
Vomiting,1.0
Winde,1.0
Wormes,1.0
Wounded at Sea (at Stepney),1.0
